Year	Month	Day	Hour	Min	Sec	ALF
2002	3	6	0	0	0	0.43507
2002	3	7	0	0	0	0.40189
2002	3	8	0	0	0	0.39986
2002	3	9	0	0	0	0.3944
2002	3	10	0	0	0	0.39643
2002	3	11	0	0	0	0.43784
2002	3	12	0	0	0	0.50772
2002	3	13	0	0	0	0.48722
2002	3	14	0	0	0	0.51728
2002	3	15	0	0	0	0.53953
2002	3	16	0	0	0	0.51135
2002	3	17	0	0	0	0.48098
2002	3	18	0	0	0	0.47399
2002	3	19	0	0	0	0.46255
2002	3	20	0	0	0	0.46493
2002	3	21	0	0	0	0.44729
2002	3	22	0	0	0	0.43773
2002	3	23	0	0	0	0.41294
2002	3	24	0	0	0	0.40736
2002	3	25	0	0	0	0.43425
2002	3	26	0	0	0	0.4734
2002	3	27	0	0	0	0.48515
2002	3	28	0	0	0	0.52423
2002	3	29	0	0	0	0.53008
2002	3	30	0	0	0	0.52758
2002	3	31	0	0	0	0.55881
2002	4	1	0	0	0	0.52477
2002	4	2	0	0	0	0.52809
2002	4	3	0	0	0	0.57021
2002	4	4	0	0	0	0.56248
2002	4	5	0	0	0	0.55651
2002	4	6	0	0	0	0.60452
2002	4	7	0	0	0	0.65577
2002	4	8	0	0	0	0.75297
2002	4	9	0	0	0	0.86765
2002	4	10	0	0	0	0.91589
2002	4	11	0	0	0	1.0236
2002	4	12	0	0	0	1.158
2002	4	13	0	0	0	1.433
2002	4	14	0	0	0	2.0935
2002	4	15	0	0	0	2.7043
2002	4	16	0	0	0	2.8698
2002	4	17	0	0	0	2.7049
2002	4	18	0	0	0	2.3863
2002	4	19	0	0	0	2.114
2002	4	20	0	0	0	1.9099
2002	4	21	0	0	0	1.7693
2002	4	22	0	0	0	1.6987
2002	4	23	0	0	0	1.7017
2002	4	24	0	0	0	1.6576
2002	4	25	0	0	0	1.6125
2002	4	26	0	0	0	1.5706
2002	4	27	0	0	0	1.4934
2002	4	28	0	0	0	1.4546
2002	4	29	0	0	0	1.4324
2002	4	30	0	0	0	1.4361
2002	5	1	0	0	0	1.4249
2002	5	2	0	0	0	1.4872
2002	5	3	0	0	0	1.6509
2002	5	4	0	0	0	1.8047
2002	5	5	0	0	0	1.8592
2002	5	6	0	0	0	1.864
2002	5	7	0	0	0	1.75
2002	5	8	0	0	0	1.6346
2002	5	9	0	0	0	1.5368
2002	5	10	0	0	0	1.4243
2002	5	11	0	0	0	1.3447
2002	5	12	0	0	0	1.2882
2002	5	13	0	0	0	1.2878
2002	5	14	0	0	0	1.4484
2002	5	15	0	0	0	1.6484
2002	5	16	0	0	0	1.8524
2002	5	17	0	0	0	1.9859
2002	5	18	0	0	0	2.0462
2002	5	19	0	0	0	2.1537
2002	5	20	0	0	0	2.7055
2002	5	21	0	0	0	3.5889
2002	5	22	0	0	0	4.8138
2002	5	23	0	0	0	5.3347
2002	5	24	0	0	0	4.8212
2002	5	25	0	0	0	4.0903
2002	5	26	0	0	0	3.5631
2002	5	27	0	0	0	3.4152
2002	5	28	0	0	0	3.651
2002	5	29	0	0	0	4.1595
2002	5	30	0	0	0	4.7466
2002	5	31	0	0	0	5.2292
2002	6	1	0	0	0	5.5681
2002	6	2	0	0	0	5.7446
2002	6	3	0	0	0	5.4367
2002	6	4	0	0	0	5.1429
2002	6	5	0	0	0	4.8875
2002	6	6	0	0	0	4.705
2002	6	7	0	0	0	4.6521
2002	6	8	0	0	0	4.4347
2002	6	9	0	0	0	4.0678
2002	6	10	0	0	0	3.7399
2002	6	11	0	0	0	3.5389
2002	6	12	0	0	0	3.3476
2002	6	13	0	0	0	3.1235
2002	6	14	0	0	0	3.0262
2002	6	15	0	0	0	3.1404
2002	6	16	0	0	0	3.461
2002	6	17	0	0	0	3.8054
2002	6	18	0	0	0	4.2021
2002	6	19	0	0	0	4.3607
2002	6	20	0	0	0	4.1311
2002	6	21	0	0	0	3.7579
2002	6	22	0	0	0	3.4518
2002	6	23	0	0	0	3.4275
2002	6	24	0	0	0	3.5898
2002	6	25	0	0	0	3.7612
2002	6	26	0	0	0	3.6991
2002	6	27	0	0	0	3.5522
2002	6	28	0	0	0	3.4718
2002	6	29	0	0	0	3.4746
2002	6	30	0	0	0	3.5023
2002	7	1	0	0	0	3.3465
2002	7	2	0	0	0	2.9286
2002	7	3	0	0	0	2.5266
2002	7	4	0	0	0	2.2268
2002	7	5	0	0	0	2.0428
2002	7	6	0	0	0	1.8792
2002	7	7	0	0	0	1.7866
2002	7	8	0	0	0	1.696
2002	7	9	0	0	0	1.7098
2002	7	10	0	0	0	1.7009
2002	7	11	0	0	0	1.6621
2002	7	12	0	0	0	1.5681
2002	7	13	0	0	0	1.5013
2002	7	14	0	0	0	1.453
2002	7	15	0	0	0	1.3956
2002	7	16	0	0	0	1.3067
2002	7	17	0	0	0	1.2491
2002	7	18	0	0	0	1.1956
2002	7	19	0	0	0	1.1207
2002	7	20	0	0	0	1.0745
2002	7	21	0	0	0	1.0041
2002	7	22	0	0	0	0.94982
2002	7	23	0	0	0	0.91589
2002	7	24	0	0	0	0.87229
2002	7	25	0	0	0	0.80621
2002	7	26	0	0	0	0.76112
2002	7	27	0	0	0	0.73981
2002	7	28	0	0	0	0.70339
2002	7	29	0	0	0	0.69547
2002	7	30	0	0	0	0.66756
2002	7	31	0	0	0	0.62603
2002	8	1	0	0	0	0.58602
2002	8	2	0	0	0	0.54207
2002	8	3	0	0	0	0.52801
2002	8	4	0	0	0	0.49558
2002	8	5	0	0	0	0.48086
2002	8	6	0	0	0	0.47696
2002	8	7	0	0	0	0.49136
2002	8	8	0	0	0	0.48691
2002	8	9	0	0	0	0.4734
2002	8	10	0	0	0	0.45572
2002	8	11	0	0	0	0.44159
2002	8	12	0	0	0	0.41973
2002	8	13	0	0	0	0.40779
2002	8	14	0	0	0	0.39385
2002	8	15	0	0	0	0.37949
2002	8	16	0	0	0	0.36399
2002	8	17	0	0	0	0.35252
2002	8	18	0	0	0	0.34369
2002	8	19	0	0	0	0.34081
2002	8	20	0	0	0	0.34221
2002	8	21	0	0	0	0.3442
2002	8	22	0	0	0	0.33569
2002	8	23	0	0	0	0.33675
2002	8	24	0	0	0	0.34295
2002	8	25	0	0	0	0.35162
2002	8	26	0	0	0	0.34124
2002	8	27	0	0	0	0.33604
2002	8	28	0	0	0	0.33655
2002	8	29	0	0	0	0.34147
2002	8	30	0	0	0	0.33967
2002	8	31	0	0	0	0.34846
2002	9	1	0	0	0	0.3444
2002	9	2	0	0	0	0.31707
2002	9	3	0	0	0	0.29514
2002	9	4	0	0	0	0.2812
2002	9	5	0	0	0	0.27972
2002	9	6	0	0	0	0.27769
2002	9	7	0	0	0	0.28643
2002	9	8	0	0	0	0.29135
2002	9	9	0	0	0	0.30341
2002	9	10	0	0	0	0.30923
2002	9	11	0	0	0	0.31403
2002	9	12	0	0	0	0.30162
2002	9	13	0	0	0	0.28893
2002	9	14	0	0	0	0.28913
2002	9	15	0	0	0	0.26246
2002	9	16	0	0	0	0.26036
2002	9	17	0	0	0	0.25653
2002	9	18	0	0	0	0.25017
2002	9	19	0	0	0	0.24615
2002	9	20	0	0	0	0.24705
2002	9	21	0	0	0	0.25052
2002	9	22	0	0	0	0.25563
2002	9	23	0	0	0	0.25528
2002	9	24	0	0	0	0.24271
2002	9	25	0	0	0	0.2488
2002	9	26	0	0	0	0.25239
2002	9	27	0	0	0	0.25161
2002	9	28	0	0	0	0.23869
2002	9	29	0	0	0	0.23292
2002	9	30	0	0	0	0.23705
2002	10	1	0	0	0	0.22007
2002	10	2	0	0	0	0.21879
2002	10	3	0	0	0	0.23889
2002	10	4	0	0	0	0.24915
2002	10	5	0	0	0	0.23366
2002	10	6	0	0	0	0.22417
2002	10	7	0	0	0	0.23709
2002	10	8	0	0	0	0.2463
2002	10	9	0	0	0	0.25907
2002	10	10	0	0	0	0.26047
2002	10	11	0	0	0	0.26328
2002	10	12	0	0	0	0.26332
2002	10	13	0	0	0	0.2588
2002	10	14	0	0	0	0.25505
2002	10	15	0	0	0	0.24549
2002	10	16	0	0	0	0.24509
2002	10	17	0	0	0	0.24111
2002	10	18	0	0	0	0.23448
2002	10	19	0	0	0	0.2273
2002	10	20	0	0	0	0.23003
2002	10	21	0	0	0	0.2287
2002	10	22	0	0	0	0.22374
2002	10	23	0	0	0	0.21621
2002	10	24	0	0	0	0.20836
2002	10	25	0	0	0	0.20731
2002	10	26	0	0	0	0.20559
2002	10	27	0	0	0	0.20044
2002	10	28	0	0	0	0.20368
2002	10	29	0	0	0	0.20017
2002	10	30	0	0	0	0.19154
2002	10	31	0	0	0	0.19353
2002	11	1	0	0	0	0.28198
2002	11	2	0	0	0	0.26996
2002	11	3	0	0	0	0.27105
2002	11	4	0	0	0	0.26239
2002	11	5	0	0	0	0.26797
2002	11	6	0	0	0	0.24502
2002	11	7	0	0	0	0.23651
2002	11	8	0	0	0	0.25177
2002	11	9	0	0	0	0.26036
2002	11	10	0	0	0	0.25856
2002	11	11	0	0	0	0.26079
2002	11	12	0	0	0	0.2657
2002	11	13	0	0	0	0.26422
2002	11	14	0	0	0	0.27238
2002	11	15	0	0	0	0.27441
2002	11	16	0	0	0	0.27574
2002	11	17	0	0	0	0.27878
2002	11	18	0	0	0	0.27593
2002	11	19	0	0	0	0.27827
2002	11	20	0	0	0	0.28292
2002	11	21	0	0	0	0.28725
2002	11	22	0	0	0	0.28671
2002	11	23	0	0	0	0.31657
2002	11	24	0	0	0	0.32379
2002	11	25	0	0	0	0.30513
2002	11	26	0	0	0	0.29869
2002	11	27	0	0	0	0.28483
2002	11	28	0	0	0	0.27663
2002	11	29	0	0	0	0.28202
2002	11	30	0	0	0	0.27261
2002	12	1	0	0	0	0.25841
2002	12	2	0	0	0	0.25817
2002	12	3	0	0	0	0.25731
2002	12	4	0	0	0	0.2602
2002	12	5	0	0	0	0.26785
2002	12	6	0	0	0	0.25723
2002	12	7	0	0	0	0.25723
2002	12	8	0	0	0	0.25466
2002	12	9	0	0	0	0.25122
2002	12	10	0	0	0	0.24275
2002	12	11	0	0	0	0.24041
2002	12	12	0	0	0	0.23545
2002	12	13	0	0	0	0.26727
2002	12	14	0	0	0	0.33109
2002	12	15	0	0	0	0.40068
2002	12	16	0	0	0	0.45209
2002	12	17	0	0	0	0.4163
2002	12	18	0	0	0	0.3969
2002	12	19	0	0	0	0.3784
2002	12	20	0	0	0	0.33382
2002	12	21	0	0	0	0.33815
2002	12	22	0	0	0	0.31188
2002	12	23	0	0	0	0.31356
2002	12	24	0	0	0	0.30279
2002	12	25	0	0	0	0.29455
2002	12	26	0	0	0	0.31731
2002	12	27	0	0	0	0.31227
2002	12	28	0	0	0	0.29654
2002	12	29	0	0	0	0.33066
2002	12	30	0	0	0	0.3417
2002	12	31	0	0	0	0.36056
2003	1	1	0	0	0	0.39662
2003	1	2	0	0	0	0.38776
2003	1	3	0	0	0	0.43047
2003	1	4	0	0	0	0.40147
2003	1	5	0	0	0	0.40841
2003	1	6	0	0	0	0.39475
2003	1	7	0	0	0	0.38078
2003	1	8	0	0	0	0.36891
2003	1	9	0	0	0	0.37141
2003	1	10	0	0	0	0.33316
2003	1	11	0	0	0	0.3038
2003	1	12	0	0	0	0.27734
2003	1	13	0	0	0	0.27652
2003	1	14	0	0	0	0.26824
2003	1	15	0	0	0	0.26707
2003	1	16	0	0	0	0.30017
2003	1	17	0	0	0	0.29174
2003	1	18	0	0	0	0.29123
2003	1	19	0	0	0	0.27343
2003	1	20	0	0	0	0.26426
2003	1	21	0	0	0	0.26293
2003	1	22	0	0	0	0.26645
2003	1	23	0	0	0	0.27008
2003	1	24	0	0	0	0.26695
2003	1	25	0	0	0	0.27133
2003	1	26	0	0	0	0.35704
2003	1	27	0	0	0	0.41321
2003	1	28	0	0	0	0.41575
2003	1	29	0	0	0	0.47707
2003	1	30	0	0	0	0.47828
2003	1	31	0	0	0	0.54972
2003	2	1	0	0	0	0.64937
2003	2	2	0	0	0	0.74141
2003	2	3	0	0	0	0.78373
2003	2	4	0	0	0	0.72065
2003	2	5	0	0	0	0.66194
2003	2	6	0	0	0	0.61038
2003	2	7	0	0	0	0.60854
2003	2	8	0	0	0	0.54695
2003	2	9	0	0	0	0.50178
2003	2	10	0	0	0	0.4987
2003	2	11	0	0	0	0.47985
2003	2	12	0	0	0	0.46439
2003	2	13	0	0	0	0.44678
2003	2	14	0	0	0	0.43484
2003	2	15	0	0	0	0.41966
2003	2	16	0	0	0	0.43827
2003	2	17	0	0	0	0.46497
2003	2	18	0	0	0	0.4476
2003	2	19	0	0	0	0.4261
2003	2	20	0	0	0	0.45287
2003	2	21	0	0	0	0.44151
2003	2	22	0	0	0	0.44487
2003	2	23	0	0	0	0.42414
2003	2	24	0	0	0	0.38808
2003	2	25	0	0	0	0.37723
2003	2	26	0	0	0	0.35482
2003	2	27	0	0	0	0.34186
2003	2	28	0	0	0	0.33616
2003	3	1	0	0	0	0.32554
2003	3	2	0	0	0	0.34307
2003	3	3	0	0	0	0.34896
2003	3	4	0	0	0	0.35583
2003	3	5	0	0	0	0.33823
2003	3	6	0	0	0	0.34448
2003	3	7	0	0	0	0.36309
2003	3	8	0	0	0	0.35096
2003	3	9	0	0	0	0.36009
2003	3	10	0	0	0	0.33788
2003	3	11	0	0	0	0.33722
2003	3	12	0	0	0	0.42692
2003	3	13	0	0	0	0.51806
2003	3	14	0	0	0	0.71948
2003	3	15	0	0	0	0.81796
2003	3	16	0	0	0	0.94833
2003	3	17	0	0	0	0.99853
2003	3	18	0	0	0	0.97851
2003	3	19	0	0	0	0.94099
2003	3	20	0	0	0	0.90418
2003	3	21	0	0	0	0.91956
2003	3	22	0	0	0	1.01
2003	3	23	0	0	0	1.1374
2003	3	24	0	0	0	1.2064
2003	3	25	0	0	0	1.1941
2003	3	26	0	0	0	1.18
2003	3	27	0	0	0	1.1172
2003	3	28	0	0	0	1.052
2003	3	29	0	0	0	1.0054
2003	3	30	0	0	0	0.93967
2003	3	31	0	0	0	0.94119
2003	4	1	0	0	0	0.97039
2003	4	2	0	0	0	1.1102
2003	4	3	0	0	0	1.2101
2003	4	4	0	0	0	1.2166
2003	4	5	0	0	0	1.1997
2003	4	6	0	0	0	1.1145
2003	4	7	0	0	0	1.0459
2003	4	8	0	0	0	0.97242
2003	4	9	0	0	0	0.9577
2003	4	10	0	0	0	0.94271
2003	4	11	0	0	0	1.0316
2003	4	12	0	0	0	1.1214
2003	4	13	0	0	0	1.329
2003	4	14	0	0	0	1.5775
2003	4	15	0	0	0	1.8019
2003	4	16	0	0	0	1.8759
2003	4	17	0	0	0	1.8657
2003	4	18	0	0	0	1.7629
2003	4	19	0	0	0	1.676
2003	4	20	0	0	0	1.6031
2003	4	21	0	0	0	1.5337
2003	4	22	0	0	0	1.547
2003	4	23	0	0	0	1.6632
2003	4	24	0	0	0	1.8644
2003	4	25	0	0	0	2.1275
2003	4	26	0	0	0	2.3296
2003	4	27	0	0	0	2.5013
2003	4	28	0	0	0	2.4677
2003	4	29	0	0	0	2.2539
2003	4	30	0	0	0	2.0494
2003	5	1	0	0	0	1.8937
2003	5	2	0	0	0	1.8108
2003	5	3	0	0	0	1.7804
2003	5	4	0	0	0	1.7628
2003	5	5	0	0	0	1.7982
2003	5	6	0	0	0	1.8198
2003	5	7	0	0	0	1.802
2003	5	8	0	0	0	1.7305
2003	5	9	0	0	0	1.6293
2003	5	10	0	0	0	1.5334
2003	5	11	0	0	0	1.4847
2003	5	12	0	0	0	1.4465
2003	5	13	0	0	0	1.4311
2003	5	14	0	0	0	1.4425
2003	5	15	0	0	0	1.5375
2003	5	16	0	0	0	1.6577
2003	5	17	0	0	0	1.8283
2003	5	18	0	0	0	1.9358
2003	5	19	0	0	0	1.8894
2003	5	20	0	0	0	1.7602
2003	5	21	0	0	0	1.5612
2003	5	22	0	0	0	1.424
2003	5	23	0	0	0	1.4358
2003	5	24	0	0	0	1.5851
2003	5	25	0	0	0	2.0704
2003	5	26	0	0	0	2.9016
2003	5	27	0	0	0	3.803
2003	5	28	0	0	0	4.2987
2003	5	29	0	0	0	4.7381
2003	5	30	0	0	0	4.7919
2003	5	31	0	0	0	4.9468
2003	6	1	0	0	0	4.8448
2003	6	2	0	0	0	4.5945
2003	6	3	0	0	0	4.223
2003	6	4	0	0	0	3.7999
2003	6	5	0	0	0	3.3992
2003	6	6	0	0	0	3.1406
2003	6	7	0	0	0	2.9079
2003	6	8	0	0	0	2.7763
2003	6	9	0	0	0	2.7217
2003	6	10	0	0	0	2.741
2003	6	11	0	0	0	2.6955
2003	6	12	0	0	0	2.6833
2003	6	13	0	0	0	2.5359
2003	6	14	0	0	0	2.3528
2003	6	15	0	0	0	2.2268
2003	6	16	0	0	0	2.0782
2003	6	17	0	0	0	1.9545
2003	6	18	0	0	0	1.8827
2003	6	19	0	0	0	1.8499
2003	6	20	0	0	0	1.8444
2003	6	21	0	0	0	1.8732
2003	6	22	0	0	0	1.8314
2003	6	23	0	0	0	1.7249
2003	6	24	0	0	0	1.5459
2003	6	25	0	0	0	1.3917
2003	6	26	0	0	0	1.2873
2003	6	27	0	0	0	1.1933
2003	6	28	0	0	0	1.1365
2003	6	29	0	0	0	1.1013
2003	6	30	0	0	0	1.0817
2003	7	1	0	0	0	1.0438
2003	7	2	0	0	0	0.97858
2003	7	3	0	0	0	0.93213
2003	7	4	0	0	0	0.87881
2003	7	5	0	0	0	0.81554
2003	7	6	0	0	0	0.7717
2003	7	7	0	0	0	0.72588
2003	7	8	0	0	0	0.68758
2003	7	9	0	0	0	0.65355
2003	7	10	0	0	0	0.63364
2003	7	11	0	0	0	0.60569
2003	7	12	0	0	0	0.61494
2003	7	13	0	0	0	0.59371
2003	7	14	0	0	0	0.54472
2003	7	15	0	0	0	0.51111
2003	7	16	0	0	0	0.48675
2003	7	17	0	0	0	0.47177
2003	7	18	0	0	0	0.45557
2003	7	19	0	0	0	0.43613
2003	7	20	0	0	0	0.42001
2003	7	21	0	0	0	0.40431
2003	7	22	0	0	0	0.39112
2003	7	23	0	0	0	0.37598
2003	7	24	0	0	0	0.36567
2003	7	25	0	0	0	0.35474
2003	7	26	0	0	0	0.34736
2003	7	27	0	0	0	0.33237
2003	7	28	0	0	0	0.32109
2003	7	29	0	0	0	0.31942
2003	7	30	0	0	0	0.30587
2003	7	31	0	0	0	0.3022
2003	8	1	0	0	0	0.26855
2003	8	2	0	0	0	0.24837
2003	8	3	0	0	0	0.23943
2003	8	4	0	0	0	0.24104
2003	8	5	0	0	0	0.24006
2003	8	6	0	0	0	0.23331
2003	8	7	0	0	0	0.23327
2003	8	8	0	0	0	0.22425
2003	8	9	0	0	0	0.22246
2003	8	10	0	0	0	0.22468
2003	8	11	0	0	0	0.22218
2003	8	12	0	0	0	0.21594
2003	8	13	0	0	0	0.20579
2003	8	14	0	0	0	0.20192
2003	8	15	0	0	0	0.19669
2003	8	16	0	0	0	0.18896
2003	8	17	0	0	0	0.1826
2003	8	18	0	0	0	0.17714
2003	8	19	0	0	0	0.17093
2003	8	20	0	0	0	0.17218
2003	8	21	0	0	0	0.17917
2003	8	22	0	0	0	0.18717
2003	8	23	0	0	0	0.1883
2003	8	24	0	0	0	0.18307
2003	8	25	0	0	0	0.17835
2003	8	26	0	0	0	0.17831
2003	8	27	0	0	0	0.17729
2003	8	28	0	0	0	0.17487
2003	8	29	0	0	0	0.17261
2003	8	30	0	0	0	0.16671
2003	8	31	0	0	0	0.16773
2003	9	1	0	0	0	0.17597
2003	9	2	0	0	0	0.16913
2003	9	3	0	0	0	0.16999
2003	9	4	0	0	0	0.16761
2003	9	5	0	0	0	0.1648
2003	9	6	0	0	0	0.16246
2003	9	7	0	0	0	0.15688
2003	9	8	0	0	0	0.16102
2003	9	9	0	0	0	0.16781
2003	9	10	0	0	0	0.17054
2003	9	11	0	0	0	0.17257
2003	9	12	0	0	0	0.17479
2003	9	13	0	0	0	0.17889
2003	9	14	0	0	0	0.19392
2003	9	15	0	0	0	0.20317
2003	9	16	0	0	0	0.19802
2003	9	17	0	0	0	0.19607
2003	9	18	0	0	0	0.1949
2003	9	19	0	0	0	0.19517
2003	9	20	0	0	0	0.19263
2003	9	21	0	0	0	0.19314
2003	9	22	0	0	0	0.19209
2003	9	23	0	0	0	0.18775
2003	9	24	0	0	0	0.18194
2003	9	25	0	0	0	0.17671
2003	9	26	0	0	0	0.17085
2003	9	27	0	0	0	0.17073
2003	9	28	0	0	0	0.16582
2003	9	29	0	0	0	0.16371
2003	9	30	0	0	0	0.16039
2003	10	1	0	0	0	0.15485
2003	10	2	0	0	0	0.16176
2003	10	3	0	0	0	0.1698
2003	10	4	0	0	0	0.17741
2003	10	5	0	0	0	0.17503
2003	10	6	0	0	0	0.17538
2003	10	7	0	0	0	0.17483
2003	10	8	0	0	0	0.17167
2003	10	9	0	0	0	0.1714
2003	10	10	0	0	0	0.17011
2003	10	11	0	0	0	0.17339
2003	10	12	0	0	0	0.18264
2003	10	13	0	0	0	0.21984
2003	10	14	0	0	0	0.22683
2003	10	15	0	0	0	0.24908
2003	10	16	0	0	0	0.26613
2003	10	17	0	0	0	0.27281
2003	10	18	0	0	0	0.25938
2003	10	19	0	0	0	0.25161
2003	10	20	0	0	0	0.25431
2003	10	21	0	0	0	0.24896
2003	10	22	0	0	0	0.25064
2003	10	23	0	0	0	0.25899
2003	10	24	0	0	0	0.26898
2003	10	25	0	0	0	0.28069
2003	10	26	0	0	0	0.27339
2003	10	27	0	0	0	0.26688
2003	10	28	0	0	0	0.27152
2003	10	29	0	0	0	0.28858
2003	10	30	0	0	0	0.31337
2003	10	31	0	0	0	0.35185
2003	11	1	0	0	0	0.48777
2003	11	2	0	0	0	0.47235
2003	11	3	0	0	0	0.44175
2003	11	4	0	0	0	0.41618
2003	11	5	0	0	0	0.39272
2003	11	6	0	0	0	0.38445
2003	11	7	0	0	0	0.35915
2003	11	8	0	0	0	0.3314
2003	11	9	0	0	0	0.32949
2003	11	10	0	0	0	0.32387
2003	11	11	0	0	0	0.33581
2003	11	12	0	0	0	0.35622
2003	11	13	0	0	0	0.35369
2003	11	14	0	0	0	0.34518
2003	11	15	0	0	0	0.33561
